3.424889445304870605e-01 -2.028680294752120972e-01 9.173582196235656738e-01
-1.971387973753735423e-04 9.678279757499694824e-01 2.516128420829772949e-01
7.240852713584899902e-02 -8.815312981605529785e-01 4.665400385856628418e-01
-7.090222239494323730e-01 -6.662447452545166016e-01 -2.310960441827774048e-01
-2.930107116699218750e-01 -8.439047932624816895e-01 4.494101703166961670e-01
-2.118479460477828979e-02 -9.965720176696777344e-01 7.997186481952667236e-02
-1.932525187730789185e-01 -9.181806445121765137e-01 3.458289504051208496e-01
4.722988232970237732e-02 -7.216517329216003418e-01 6.906432509422302246e-01
-8.722014427185058594e-01 -1.892920434474945068e-01 -4.510358273983001709e-01
-4.447291791439056396e-01 -8.798497915267944336e-01 1.675716936588287354e-01
4.257080145180225372e-03 -9.226362705230712891e-01 3.856476843357086182e-01
-7.075572013854980469e-01 -7.034832239151000977e-01 6.688871979713439941e-02
-1.081911548972129822e-01 -8.249135613441467285e-01 5.548083186149597168e-01
-4.392223656177520752e-01 -7.993955016136169434e-01 4.099397957324981689e-01
-8.866331577301025391e-01 -2.913635969161987305e-01 3.591502010822296143e-01
-4.551803767681121826e-01 -8.621118068695068359e-01 2.226520925760269165e-01
3.242364227771759033e-01 -9.003109931945800781e-01 -2.903634607791900635e-01
-4.118961095809936523e-01 -7.939192652702331543e-01 4.472512900829315186e-01
-2.798338830471038818e-01 -9.430289864540100098e-01 1.799702495336532593e-01
-3.144296109676361084e-01 -9.488661885261535645e-01 2.805589325726032257e-02
-4.684064164757728577e-02 -8.219262957572937012e-01 5.676646232604980469e-01
2.510955333709716797e-01 -9.100787043571472168e-01 3.297085762023925781e-01
-6.848049759864807129e-01 -7.240324020385742188e-01 8.257881551980972290e-02
-3.057796359062194824e-01 -9.190484881401062012e-01 2.486935257911682129e-01
-1.000073999166488647e-01 -9.665009379386901855e-01 2.363777309656143188e-01
-6.933189630508422852e-01 -7.178158164024353027e-01 -6.363508850336074829e-02
-6.251453608274459839e-02 -9.454322457313537598e-01 3.197650313377380371e-01
8.114876598119735718e-02 -8.643363714218139648e-01 4.963241517543792725e-01
-4.609034955501556396e-01 -7.733864784240722656e-01 4.352485537528991699e-01
8.792604506015777588e-02 -9.414345622062683105e-01 3.255303204059600830e-01
-1.441837698221206665e-01 -8.062434792518615723e-01 5.737441778182983398e-01
-7.329604029655456543e-02 -8.002949357032775879e-01 5.951098203659057617e-01
-7.473089098930358887e-01 6.515862941741943359e-01 -1.302480697631835938e-01
-3.756543397903442383e-01 -9.266350269317626953e-01 -1.520947366952896118e-02
4.384816884994506836e-01 -8.793960213661193848e-01 -1.854631006717681885e-01
2.882731854915618896e-01 -7.789337635040283203e-01 -5.569207072257995605e-01
-3.874882161617279053e-01 -9.006189107894897461e-01 1.968206763267517090e-01
-1.988950744271278381e-02 -9.986136555671691895e-01 -4.873698204755783081e-02
-5.436680316925048828e-01 -7.933268547058105469e-01 -2.739665210247039795e-01
-3.664567470550537109e-01 -8.969493508338928223e-01 -2.473685294389724731e-01
5.785770341753959656e-02 -9.022411108016967773e-01 4.273329973220825195e-01
-8.102605342864990234e-01 -4.734517037868499756e-01 -3.454291224479675293e-01
-2.108403742313385010e-01 -8.964888453483581543e-01 3.896844387054443359e-01
1.682074554264545441e-02 9.157431721687316895e-01 4.014120995998382568e-01
2.489677518606185913e-01 -9.663625359535217285e-01 6.448750197887420654e-02
-6.261893510818481445e-01 -5.945825576782226562e-01 5.043396353721618652e-01
-5.330317616462707520e-01 -8.458170294761657715e-01 2.169194072484970093e-02
-6.335073709487915039e-01 -7.732949852943420410e-01 -2.613935247063636780e-02
-2.818047702312469482e-01 -9.331943988800048828e-01 2.230117470026016235e-01
-2.957920730113983154e-01 -7.921899557113647461e-01 5.337998270988464355e-01
6.998829245567321777e-01 -6.925173997879028320e-01 -1.748813390731811523e-01
1.467103660106658936e-01 -9.655506610870361328e-01 2.149140536785125732e-01
-4.430024698376655579e-02 -8.413077592849731445e-01 5.387380719184875488e-01
-1.582738608121871948e-01 -8.114784955978393555e-01 5.625405907630920410e-01
-2.450297623872756958e-01 -8.771113157272338867e-01 4.130812883377075195e-01
-4.147745668888092041e-01 -8.586841225624084473e-01 3.010372221469879150e-01
6.770513206720352173e-02 -8.152313232421875000e-01 5.751641392707824707e-01
-1.701463907957077026e-01 5.542660951614379883e-01 8.147633075714111328e-01
-5.614338815212249756e-02 -8.613678216934204102e-01 5.048696994781494141e-01
-2.405697703361511230e-01 -9.629378318786621094e-01 1.219714581966400146e-01
3.656199574470520020e-01 -3.129909336566925049e-01 8.765606880187988281e-01
5.447661969810724258e-04 -8.640974760055541992e-01 5.033242106437683105e-01
-3.802819848060607910e-01 -9.077848196029663086e-01 1.769530475139617920e-01
-2.209400683641433716e-01 -9.254197478294372559e-01 3.078698217868804932e-01
-2.284487038850784302e-01 -9.540920257568359375e-01 1.936994493007659912e-01
-2.745630145072937012e-01 -9.444318413734436035e-01 1.807308644056320190e-01
-1.975452601909637451e-01 -8.266348242759704590e-01 5.269255042076110840e-01
-2.739597558975219727e-01 -8.419739603996276855e-01 4.647859036922454834e-01
-6.626343727111816406e-01 -7.079532742500305176e-01 -2.443720698356628418e-01
-7.578257322311401367e-01 -5.369475483894348145e-01 3.706581592559814453e-01
-5.304004549980163574e-01 -8.475791811943054199e-01 -1.687994040548801422e-02
-2.552974820137023926e-01 -8.697394132614135742e-01 4.223466217517852783e-01
2.911735773086547852e-01 -3.087420761585235596e-01 9.054812788963317871e-01
-5.152622610330581665e-02 -8.029481768608093262e-01 5.938173532485961914e-01
8.327937871217727661e-02 -9.555846452713012695e-01 2.827056646347045898e-01
6.701184809207916260e-02 -9.793720841407775879e-01 1.906301528215408325e-01
-3.044010400772094727e-01 -7.661686539649963379e-01 5.659729838371276855e-01
-2.774067521095275879e-01 -8.642537593841552734e-01 4.196555316448211670e-01
-6.052442789077758789e-01 -7.854962348937988281e-01 1.291307210922241211e-01
6.386152654886245728e-02 -9.121667146682739258e-01 4.048130810260772705e-01
-4.953342676162719727e-01 -8.382639288902282715e-01 2.279419749975204468e-01
-3.937715291976928711e-01 -8.572126626968383789e-01 3.318590819835662842e-01
-4.013971984386444092e-01 -8.988326787948608398e-01 1.760123074054718018e-01
-2.703990042209625244e-01 -9.619711041450500488e-01 -3.867660835385322571e-02
-4.765986204147338867e-01 -8.392434716224670410e-01 -2.617713510990142822e-01
