Type 2
Macrophages
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Secretory
Type 2
Type 2
Macrophages
Type 2
Type 2
Type 2
Type 2
Secretory
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Macrophages
Type 1
Secretory
Type 2
Type 2
Secretory
Type 2
Type 2
Type 2
Secretory
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Macrophages
Type 2
Type 2
Secretory
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Secretory
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 1
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Secretory
Type 2
Type 2
Type 2
Type 2
Type 2
Secretory
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Secretory
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Secretory
Type 2
Type 2
Type 2
Secretory
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Macrophages
Type 2
Type 2
Type 2
Secretory
Type 2
Type 2
Type 2
Type 2
T cell
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Secretory
Type 2
Type 2
Secretory
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Secretory
Type 2
Type 2
Secretory
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Secretory
Secretory
Type 2
Type 2
Type 2
Secretory
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Secretory
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Secretory
Secretory
Type 2
Type 2
Type 2
Secretory
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Secretory
Secretory
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 1
Secretory
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Secretory
Type 2
Type 2
Secretory
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Secretory
Macrophages
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Secretory
Type 2
Secretory
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Secretory
Type 2
Secretory
Type 2
Type 2
Macrophages
Type 2
Secretory
Macrophages
Type 2
Type 2
Type 2
Type 2
Type 2
Macrophages
Type 2
Secretory
Secretory
Type 2
Secretory
Type 2
Secretory
Type 2
Type 2
Type 2
Secretory
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Secretory
Transformed epi
Type 2
Secretory
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Macrophages
Macrophages
Secretory
Type 2
Type 2
Secretory
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Secretory
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
Type 2
